utt_id,set_label,true_label,argmax_time_W,frame_position_norm,dac_entropy_at_decisive,dac_truth_prob_at_decisive,whisper_truth_prob_at_decisive,mel_energy,spectral_centroid,pitch,velocity,source
bass_electronic_034-061-100,W+A-,bass,2.06,0.515,2.044468879699707,0.10864613205194473,0.5682827830314636,7.604931306559592e-05,2508.303589865833,61,100,electronic
bass_synthetic_062-085-075,W+A-,bass,1.12,0.28,1.8292274475097656,0.04192816838622093,0.8933866024017334,2.642457962036133,1490.1407523401042,85,75,synthetic
bass_synthetic_024-096-075,W+A-,bass,2.1,0.525,1.704276442527771,0.12058890610933304,0.9589081406593323,3.5858852863311768,3604.805381202473,96,75,synthetic
bass_synthetic_048-072-075,W+A-,bass,3.02,0.755,2.2012271881103516,0.038368381559848785,0.8787526488304138,2.1450421810150146,1217.391661802959,72,75,synthetic
bass_synthetic_114-012-100,W+A-,bass,1.42,0.355,1.6071913242340088,0.21746300160884857,0.9990811944007874,3.490445137023926,1075.9774039339777,12,100,synthetic
bass_synthetic_004-076-050,W+A-,bass,0.14,0.035,1.846548318862915,0.22306492924690247,0.8607971668243408,3.0436959266662598,3235.3549835514423,76,50,synthetic
bass_synthetic_051-050-025,W+A-,bass,1.44,0.36,2.1575000286102295,0.12877728044986725,0.7734089493751526,1.6761022806167603,1072.120293298981,50,25,synthetic
bass_synthetic_140-048-127,W+A-,bass,0.18,0.045,1.982717514038086,0.20142902433872223,0.9705471396446228,3.9866068363189697,897.939035211502,48,127,synthetic
bass_synthetic_121-054-100,W+A-,bass,0.36,0.09,1.7832770347595215,0.2500930726528168,0.9846485257148743,2.2961487770080566,1020.9644997101256,54,100,synthetic
bass_synthetic_061-070-025,W+A-,bass,0.42,0.105,2.05064058303833,0.07380416989326477,0.34295329451560974,2.1962969303131104,1225.8016041953447,70,25,synthetic
bass_synthetic_020-054-025,W+A-,bass,0.22,0.055,1.9593919515609741,0.1343466341495514,0.7953329682350159,2.808617115020752,815.8741774455526,54,25,synthetic
bass_synthetic_040-093-127,W+A-,bass,0.66,0.165,1.9103660583496094,0.30524948239326477,0.9678521156311035,1.1672990322113037,4325.537546074209,93,127,synthetic
bass_synthetic_039-019-025,W+A-,bass,2.7,0.675,2.085742950439453,0.15243421494960785,0.5432354211807251,1.2769170999526978,932.1251885985386,19,25,synthetic
bass_synthetic_043-055-075,W+A-,bass,1.26,0.315,1.7391177415847778,0.16972844302654266,0.9740539193153381,3.9667484760284424,1202.373738675746,55,75,synthetic
bass_synthetic_116-030-025,W+A-,bass,2.72,0.68,2.118994951248169,0.15419901907444,0.47680750489234924,4.87149782202323e-06,2141.121922802251,30,25,synthetic
bass_synthetic_102-038-127,W+A-,bass,0.16,0.04,2.125082015991211,0.15223319828510284,0.9976639151573181,2.105562686920166,1267.208798231647,38,127,synthetic
bass_synthetic_115-100-100,W+A-,bass,2.62,0.655,2.2257161140441895,0.12916314601898193,0.42608895897865295,0.0,0.0,100,100,synthetic
bass_synthetic_137-075-025,W+A-,bass,0.7,0.175,1.8192594051361084,0.060501404106616974,0.9272426962852478,5.049448490142822,2756.4065830591953,75,25,synthetic
bass_synthetic_110-027-100,W+A-,bass,3.38,0.845,1.990975022315979,0.10188573598861694,0.9737129211425781,0.19005979597568512,899.2903348680392,27,100,synthetic
bass_synthetic_070-047-050,W+A-,bass,0.42,0.105,2.0184378623962402,0.19780591130256653,0.9977734684944153,4.1046929359436035,1083.6549303407176,47,50,synthetic
bass_synthetic_152-052-127,W+A-,bass,2.78,0.695,2.12682843208313,0.16945675015449524,0.9981552958488464,4.411641597747803,1150.3387003074265,52,127,synthetic
bass_synthetic_107-092-127,W+A-,bass,0.3,0.075,1.9981986284255981,0.1874064952135086,0.8166585564613342,0.5512562990188599,968.5825051651806,92,127,synthetic
bass_electronic_038-059-127,W+A-,bass,0.18,0.045,1.9806865453720093,0.11998153477907181,0.8550361394882202,2.3543331623077393,1063.839235300711,59,127,electronic
bass_synthetic_093-050-127,W+A-,bass,2.1,0.525,2.0697128772735596,0.16078269481658936,0.9835126996040344,1.175294280052185,998.5597176075063,50,127,synthetic
bass_synthetic_143-078-075,W+A-,bass,0.4,0.1,2.116692543029785,0.04002607241272926,0.7529130578041077,3.852159261703491,1594.9713340106825,78,75,synthetic
bass_synthetic_111-045-075,W+A-,bass,0.76,0.19,1.4007394313812256,0.02352367341518402,0.9467954039573669,3.351121425628662,1844.5454290650814,45,75,synthetic
bass_electronic_032-047-050,W+A-,bass,2.88,0.72,2.0119776725769043,0.05570724606513977,0.9527333378791809,0.20355679094791412,783.6778151507431,47,50,electronic
bass_synthetic_127-046-075,W+A-,bass,2.0,0.5,2.039576292037964,0.17776420712471008,0.7704035043716431,4.74940299987793,774.2578471548405,46,75,synthetic
bass_synthetic_040-056-050,W+A-,bass,0.8,0.2,1.533862829208374,0.052650608122348785,0.9620271921157837,4.365530967712402,2293.240452617751,56,50,synthetic
bass_synthetic_123-099-075,W+A-,bass,1.26,0.315,2.222869634628296,0.13225597143173218,0.6429219841957092,0.0,0.0,99,75,synthetic
bass_synthetic_000-104-025,W+A-,bass,1.42,0.355,1.9378880262374878,0.06711744517087936,0.5897325873374939,2.279040575027466,3528.2278060574795,104,25,synthetic
bass_synthetic_089-024-025,W+A-,bass,0.82,0.205,2.0051844120025635,0.16089682281017303,0.671995222568512,5.1729599363170564e-05,906.1656180243781,24,25,synthetic
bass_synthetic_080-083-127,W+A-,bass,0.14,0.035,2.0188989639282227,0.14153003692626953,0.9393495321273804,0.002366310218349099,1312.9068978520618,83,127,synthetic
bass_synthetic_044-094-100,W+A-,bass,3.02,0.755,2.1084530353546143,0.21085692942142487,0.9607404470443726,0.00576078612357378,1399.9957368721275,94,100,synthetic
bass_synthetic_002-038-050,W+A-,bass,0.36,0.09,1.443281888961792,0.11969941109418869,0.9281738996505737,0.4821280241012573,1692.5263417796643,38,50,synthetic
bass_synthetic_066-089-100,W+A-,bass,0.18,0.045,1.5587422847747803,0.04222605377435684,0.9903805255889893,3.182264566421509,2159.075972926531,89,100,synthetic
bass_synthetic_032-099-025,W+A-,bass,0.52,0.13,2.107025146484375,0.20142827928066254,0.8046886920928955,0.002866599941626191,785.6894035656251,99,25,synthetic
bass_synthetic_078-031-025,W+A-,bass,3.02,0.755,2.054593801498413,0.18428315222263336,0.9350702166557312,7.637756789335981e-05,1840.9261295280994,31,25,synthetic
bass_synthetic_006-061-025,W+A-,bass,1.88,0.47,2.0028293132781982,0.028019530698657036,0.7725759744644165,4.211213111877441,2574.330746347758,61,25,synthetic
bass_electronic_038-053-050,W+A-,bass,1.38,0.345,2.141854763031006,0.08377701789140701,0.8662585020065308,2.113085985183716,660.1335235758385,53,50,electronic
bass_synthetic_109-068-050,W+A-,bass,0.36,0.09,2.199636697769165,0.1146477460861206,0.9515873193740845,8.410893315158319e-09,4387.635991155657,68,50,synthetic
bass_synthetic_040-043-100,W+A-,bass,1.3,0.325,2.078585386276245,0.09763969480991364,0.9760774970054626,0.08361812680959702,997.2574499172366,43,100,synthetic
bass_synthetic_051-078-025,W+A-,bass,3.08,0.77,2.194915294647217,0.054475992918014526,0.6902815699577332,0.6819939613342285,1500.1354663098052,78,25,synthetic
bass_synthetic_100-067-025,W+A-,bass,0.92,0.23,2.109715700149536,0.11260195821523666,0.8982579112052917,4.583240985870361,1066.8352839031156,67,25,synthetic
bass_electronic_028-054-050,W+A-,bass,2.5,0.625,2.086174726486206,0.07656984031200409,0.8388158679008484,0.021022818982601166,1159.7820792634757,54,50,electronic
bass_synthetic_147-046-127,W+A-,bass,0.22,0.055,2.0573034286499023,0.2301916480064392,0.9489632844924927,4.613686561584473,1172.3928746569363,46,127,synthetic
bass_synthetic_038-056-075,W+A-,bass,3.38,0.845,2.1166670322418213,0.12440543621778488,0.9798239469528198,0.0,0.0,56,75,synthetic
bass_synthetic_074-049-100,W+A-,bass,2.1,0.525,2.0569870471954346,0.23585635423660278,0.9712285399436951,0.4654659032821655,894.03453459828,49,100,synthetic
bass_electronic_039-044-075,W+A-,bass,0.98,0.245,2.04654860496521,0.18122081458568573,0.8439218401908875,2.7893574237823486,545.9568061108251,44,75,electronic
bass_synthetic_085-025-100,W+A-,bass,1.16,0.29,1.9301068782806396,0.1533510386943817,0.45388489961624146,3.7937018871307373,1250.458135334559,25,100,synthetic
bass_synthetic_024-103-100,W+A-,bass,0.26,0.065,1.317622184753418,0.08023083209991455,0.934510350227356,3.5117766857147217,4264.687976860064,103,100,synthetic
bass_synthetic_029-091-050,W+A-,bass,0.02,0.005,1.7453758716583252,0.025432460010051727,0.491097629070282,5.03893518447876,1996.9573715567456,91,50,synthetic
bass_synthetic_137-095-100,W+A-,bass,0.84,0.21,2.033818006515503,0.16132138669490814,0.9944818019866943,4.393774509429932,5311.446618983618,95,100,synthetic
bass_electronic_035-053-127,W+A-,bass,0.3,0.075,2.1433520317077637,0.04538106545805931,0.9611791968345642,1.9659842252731323,1193.1657278174023,53,127,electronic
bass_synthetic_110-074-050,W+A-,bass,0.86,0.215,1.8850816488265991,0.0794357880949974,0.9923814535140991,4.042356491088867,1465.679309198284,74,50,synthetic
bass_synthetic_084-035-050,W+A-,bass,0.28,0.07,2.0516204833984375,0.12269666790962219,0.9996470212936401,2.596081018447876,1668.4944898008785,35,50,synthetic
bass_synthetic_010-077-075,W+A-,bass,0.38,0.095,2.179615020751953,0.10447882860898972,0.9988498687744141,2.070662260055542,804.2478916928513,77,75,synthetic
bass_electronic_030-024-127,W+A-,bass,2.66,0.665,1.8919039964675903,0.2783104181289673,0.6992881894111633,3.357323169708252,513.7910071631721,24,127,electronic
bass_synthetic_057-101-100,W+A-,bass,2.32,0.58,1.511217713356018,0.26887062191963196,0.24095334112644196,4.724798202514648,2778.2752009752066,101,100,synthetic
bass_electronic_016-058-100,W+A-,bass,2.14,0.535,2.049264907836914,0.10080067068338394,0.6952076554298401,0.0017952903872355819,1431.7534789797714,58,100,electronic
bass_synthetic_020-024-025,W+A-,bass,0.66,0.165,2.0017778873443604,0.16788873076438904,0.7788913249969482,8.971372153609991e-05,1055.1191262556704,24,25,synthetic
bass_synthetic_040-081-050,W+A-,bass,0.62,0.155,1.1313296556472778,0.01500107254832983,0.9709052443504333,3.146466016769409,3788.4760169055085,81,50,synthetic
bass_synthetic_117-087-050,W+A-,bass,0.56,0.14,2.1698341369628906,0.08400710672140121,0.424929141998291,0.8614078164100647,2719.7358825746646,87,50,synthetic
bass_electronic_039-061-025,W+A-,bass,2.68,0.67,2.1439898014068604,0.14087893068790436,0.9378422498703003,7.171383003878873e-06,2259.1566973359772,61,25,electronic
bass_synthetic_097-064-127,W+A-,bass,0.86,0.215,1.9058101177215576,0.04909822344779968,0.9425658583641052,4.164380073547363,1620.10270625258,64,127,synthetic
bass_synthetic_055-066-100,W+A-,bass,0.02,0.005,1.8918479681015015,0.029271339997649193,0.9075732827186584,4.771570682525635,1079.6096433191922,66,100,synthetic
bass_synthetic_141-075-100,W+A-,bass,0.64,0.16,1.4063317775726318,0.04305032640695572,0.955192506313324,4.277690887451172,1362.7050522099194,75,100,synthetic
bass_electronic_037-023-025,W+A-,bass,2.52,0.63,2.0792322158813477,0.09940629452466965,0.8218804597854614,1.3812371435051318e-05,2883.5707820294824,23,25,electronic
bass_electronic_000-050-075,W+A-,bass,0.62,0.155,2.0214414596557617,0.13592517375946045,0.7834293842315674,1.9591784477233887,1058.6043345435519,50,75,electronic
bass_synthetic_055-063-100,W+A-,bass,0.04,0.01,2.2575418949127197,0.12485276907682419,0.9272080063819885,4.193741321563721,1163.5711556069564,63,100,synthetic
bass_synthetic_103-062-075,W+A-,bass,0.2,0.05,1.9499313831329346,0.17787659168243408,0.9897792935371399,4.67305326461792,1213.224810342778,62,75,synthetic
bass_electronic_004-050-050,W+A-,bass,0.2,0.05,2.179664134979248,0.14558596909046173,0.7573920488357544,2.715773105621338,1210.6607621479623,50,50,electronic
bass_synthetic_038-062-025,W+A-,bass,0.14,0.035,1.483458161354065,0.5765596628189087,0.9861440658569336,1.5324230194091797,1084.5351810541886,62,25,synthetic
bass_synthetic_036-087-075,W+A-,bass,0.06,0.015,1.9560410976409912,0.22212836146354675,0.9976997971534729,3.7039072513580322,2769.845298868348,87,75,synthetic
bass_synthetic_087-038-100,W+A-,bass,0.16,0.04,1.7913206815719604,0.23153620958328247,0.5307617783546448,2.991851568222046,3652.988668951398,38,100,synthetic
bass_synthetic_032-093-050,W+A-,bass,3.04,0.76,2.051116466522217,0.06147702783346176,0.9390246272087097,0.0001380913017783314,2025.2751936521665,93,50,synthetic
bass_synthetic_002-041-050,W+A-,bass,0.12,0.03,1.4846762418746948,0.31807199120521545,0.9273936748504639,0.8191136121749878,3154.0004995016975,41,50,synthetic
bass_synthetic_063-073-025,W+A-,bass,2.66,0.665,1.8007965087890625,0.20236754417419434,0.9883503913879395,5.651785850524902,3077.717890898235,73,25,synthetic
bass_synthetic_124-080-127,W+A-,bass,0.9,0.225,2.178028106689453,0.04102164879441261,0.98183673620224,2.1487629413604736,1534.4912944241755,80,127,synthetic
bass_synthetic_041-103-100,W+A-,bass,3.14,0.785,2.16961932182312,0.14938236773014069,0.8683137893676758,0.02183529920876026,663.4476986767363,103,100,synthetic
bass_synthetic_140-093-025,W+A-,bass,0.52,0.13,1.9671887159347534,0.041377801448106766,0.7859459519386292,3.536015748977661,2439.293153713628,93,25,synthetic
bass_synthetic_048-060-127,W+A-,bass,1.9,0.475,1.6727150678634644,0.07894673943519592,0.43892908096313477,4.4987969398498535,748.1243811271758,60,127,synthetic
bass_synthetic_072-040-100,W+A-,bass,3.22,0.805,2.166511297225952,0.11268872022628784,0.8404298424720764,0.054715000092983246,1108.1850472456363,40,100,synthetic
bass_synthetic_080-065-025,W+A-,bass,1.48,0.37,2.0887415409088135,0.1264093816280365,0.9853647351264954,0.0,0.0,65,25,synthetic
bass_synthetic_039-057-050,W+A-,bass,0.88,0.22,2.259333848953247,0.07648073881864548,0.9984309077262878,1.9380828142166138,958.5237126205216,57,50,synthetic
bass_electronic_039-051-075,W+A-,bass,2.96,0.74,1.9852648973464966,0.09690103679895401,0.7047051787376404,0.1955452263355255,1001.0784807281268,51,75,electronic
bass_synthetic_073-057-127,W+A-,bass,0.94,0.235,1.9525760412216187,0.10479845106601715,0.6830582022666931,2.2236509323120117,1236.4156330284343,57,127,synthetic
bass_synthetic_001-069-127,W+A-,bass,0.92,0.23,1.4662284851074219,0.02132410556077957,0.9018439650535583,2.070995807647705,2280.6814671544075,69,127,synthetic
bass_synthetic_091-067-025,W+A-,bass,2.04,0.51,1.927765965461731,0.20069481432437897,0.9365018010139465,2.279095411300659,2158.4037197009206,67,25,synthetic
